 mn7 import file
m	dy	h	G_Gh	Ta	Td
 7	 183	 15	287	21.3	15.7
 7	 183	 16	251	21.4	16.5
 7	 183	 17	194	21.3	16.4
 7	 183	 18	132	21.1	15.9
 7	 183	 19	89	20.8	15.5
 7	 183	 20	41	20.4	15.6
 7	 183	 21	3	19.9	15.9
 7	 183	 22	0	19.5	16.1
 7	 183	 23	0	19.1	16.2
 7	 183	 24	0	18.8	15.3
 7	 184	 1	0	18.4	16.2
 7	 184	 2	0	18.1	17.0
 7	 184	 3	0	18.0	16.8
 7	 184	 4	0	17.7	15.7
 7	 184	 5	0	17.8	16.7
 7	 184	 6	26	18.1	16.6
 7	 184	 7	82	18.7	15.5
 7	 184	 8	140	19.3	13.7
 7	 184	 9	207	20.0	13.5
 7	 184	 10	262	20.7	13.3
 7	 184	 11	290	21.3	13.4
 7	 184	 12	328	21.8	13.0
 7	 184	 13	325	22.3	12.5
 7	 184	 14	347	22.7	11.9
 7	 184	 15	331	22.9	12.4
 7	 184	 16	284	23.1	12.3
 7	 184	 17	217	23.0	11.4
 7	 184	 18	154	22.8	11.5
 7	 184	 19	95	22.5	12.0
 7	 184	 20	38	22.1	12.7
 7	 184	 21	3	21.6	11.9
 7	 184	 22	0	20.1	12.2
 7	 184	 23	0	18.7	11.9
 7	 184	 24	0	17.2	10.8
 7	 185	 1	0	15.4	11.7
 7	 185	 2	0	13.4	10.8
 7	 185	 3	0	12.3	10.1
 7	 185	 4	0	11.4	9.7
 7	 185	 5	1	11.3	8.7
 7	 185	 6	67	11.7	8.8
 7	 185	 7	189	12.5	9.7
 7	 185	 8	336	13.5	8.9
 7	 185	 9	484	14.6	8.8
 7	 185	 10	626	15.8	8.6
 7	 185	 11	735	16.8	8.7
 7	 185	 12	806	17.7	7.4
 7	 185	 13	838	18.5	7.0
 7	 185	 14	836	19.0	7.0
 7	 185	 15	791	19.3	7.5
 7	 185	 16	701	19.4	8.1
 7	 185	 17	574	19.3	7.4
 7	 185	 18	428	18.8	8.9
 7	 185	 19	273	18.1	8.5
 7	 185	 20	130	17.1	9.8
 7	 185	 21	13	16.0	9.5
 7	 185	 22	0	14.3	11.0
 7	 185	 23	0	12.7	10.1
 7	 185	 24	0	11.1	9.3
 7	 186	 1	0	10.8	8.8
 7	 186	 2	0	10.4	8.5
 7	 186	 3	0	10.2	8.0
 7	 186	 4	0	10.0	8.1
 7	 186	 5	0	9.9	7.9
 7	 186	 6	55	10.5	8.9
 7	 186	 7	157	11.5	9.1
 7	 186	 8	294	12.8	8.5
 7	 186	 9	439	14.3	8.7
 7	 186	 10	570	15.8	8.2
 7	 186	 11	673	17.2	9.2
 7	 186	 12	736	18.4	8.5
 7	 186	 13	745	19.4	8.2
 7	 186	 14	716	20.1	8.9
 7	 186	 15	661	20.5	8.1
 7	 186	 16	579	20.7	8.0
 7	 186	 17	483	20.6	7.6
 7	 186	 18	347	20.2	7.9
 7	 186	 19	216	19.4	8.4
 7	 186	 20	103	18.4	8.0
 7	 186	 21	8	17.3	7.0
 7	 186	 22	0	16.5	9.6
 7	 186	 23	0	15.7	10.0
 7	 186	 24	0	14.9	9.5
 7	 187	 1	0	14.6	9.4
 7	 187	 2	0	14.3	9.4
 7	 187	 3	0	14.1	8.7
 7	 187	 4	0	14.0	8.0
 7	 187	 5	0	13.9	10.9
 7	 187	 6	14	13.7	11.4
 7	 187	 7	40	14.3	11.3
 7	 187	 8	68	14.6	11.5
 7	 187	 9	90	14.6	12.3
 7	 187	 10	121	13.9	12.2
 7	 187	 11	150	14.9	12.6
 7	 187	 12	149	15.7	12.6
 7	 187	 13	170	15.7	13.4
 7	 187	 14	179	16.0	12.9
 7	 187	 15	168	16.1	13.0
 7	 187	 16	157	16.4	13.3
 7	 187	 17	110	16.4	13.3
 7	 187	 18	83	16.2	13.1
 7	 187	 19	58	16.1	13.0
 7	 187	 20	32	15.9	12.9
 7	 187	 21	3	15.7	12.6
 7	 187	 22	0	14.9	11.9
 7	 187	 23	0	14.1	11.1
 7	 187	 24	0	13.4	10.4
 7	 188	 1	0	12.5	9.6
 7	 188	 2	0	11.6	9.2
 7	 188	 3	0	11.1	9.6
 7	 188	 4	0	10.8	9.0
 7	 188	 5	1	10.7	8.7
 7	 188	 6	64	11.4	8.4
 7	 188	 7	178	12.5	8.8
 7	 188	 8	293	13.7	8.9
 7	 188	 9	384	14.9	9.2
 7	 188	 10	467	16.0	8.2
 7	 188	 11	544	17.0	7.6
 7	 188	 12	610	17.9	7.6
 7	 188	 13	735	19.0	7.2
 7	 188	 14	741	19.8	7.7
 7	 188	 15	740	20.5	7.6
 7	 188	 16	660	20.9	7.2
 7	 188	 17	536	20.9	7.2
 7	 188	 18	380	20.6	7.7
 7	 188	 19	225	19.9	8.0
 7	 188	 20	121	19.0	7.7
 7	 188	 21	17	17.9	7.9
 7	 188	 22	0	17.4	9.5
 7	 188	 23	0	17.0	9.5
 7	 188	 24	0	16.5	10.3
 7	 189	 1	0	16.6	10.2
 7	 189	 2	0	16.7	10.4
 7	 189	 3	0	16.7	10.0
 7	 189	 4	0	16.8	10.3
 7	 189	 5	0	16.8	10.5
 7	 189	 6	26	17.2	11.6
 7	 189	 7	32	17.3	14.2
 7	 189	 8	31	17.4	14.3
 7	 189	 9	134	17.9	14.8
 7	 189	 10	129	18.5	15.3
 7	 189	 11	216	19.1	12.6
 7	 189	 12	259	19.8	12.5
 7	 189	 13	214	20.1	13.2
 7	 189	 14	247	20.5	13.4
 7	 189	 15	328	21.0	13.0
 7	 189	 16	370	21.6	13.1
 7	 189	 17	318	21.9	13.0
 7	 189	 18	240	22.1	13.4
 7	 189	 19	119	21.9	13.3
 7	 189	 20	53	21.5	12.8
 7	 189	 21	7	20.6	15.8
 7	 189	 22	0	20.6	17.4
 7	 189	 23	0	20.1	16.9
 7	 189	 24	0	19.7	16.5
 7	 190	 1	0	19.1	15.9
 7	 190	 2	0	18.5	15.3
 7	 190	 3	0	18.2	15.1
 7	 190	 4	0	17.9	15.1
 7	 190	 5	0	17.9	14.7
 7	 190	 6	55	18.5	15.4
 7	 190	 7	159	19.6	16.4
 7	 190	 8	282	20.8	13.5
 7	 190	 9	406	22.2	13.2
 7	 190	 10	532	23.7	13.0
 7	 190	 11	643	25.1	12.9
 7	 190	 12	739	26.4	13.1
 7	 190	 13	734	27.4	13.8
 7	 190	 14	710	28.2	14.6
 7	 190	 15	681	28.7	14.4
 7	 190	 16	614	29.0	14.3
 7	 190	 17	500	29.0	14.6
 7	 190	 18	373	28.7	14.2
 7	 190	 19	251	28.1	14.6
 7	 190	 20	120	27.1	14.8
 7	 190	 21	8	26.0	15.3
 7	 190	 22	0	24.2	17.0
 7	 190	 23	0	22.5	16.6
 7	 190	 24	0	20.7	15.5
 7	 191	 1	0	19.2	15.0
 7	 191	 2	0	17.7	14.5
 7	 191	 3	0	16.8	14.0
 7	 191	 4	0	16.2	13.3
 7	 191	 5	0	16.1	13.8
 7	 191	 6	67	16.7	15.3
 7	 191	 7	197	17.8	15.9
 7	 191	 8	361	19.2	15.7
 7	 191	 9	527	20.7	15.6
 7	 191	 10	711	22.3	15.6
 7	 191	 11	852	23.9	14.9
 7	 191	 12	590	24.3	14.2
 7	 191	 13	574	24.6	14.6
 7	 191	 14	572	24.7	14.6
 7	 191	 15	544	24.8	14.9
 7	 191	 16	478	24.7	14.4
 7	 191	 17	417	24.5	14.8
 7	 191	 18	266	23.9	14.6
 7	 191	 19	138	23.0	14.8
 7	 191	 20	70	22.1	15.2
 7	 191	 21	10	21.1	14.7
 7	 191	 22	0	19.7	15.2
 7	 191	 23	0	18.3	14.7
 7	 191	 24	0	16.9	13.9
 7	 192	 1	0	16.3	14.0
 7	 192	 2	0	15.6	14.0
 7	 192	 3	0	15.3	13.5
 7	 192	 4	0	15.0	13.6
 7	 192	 5	0	14.9	13.6
 7	 192	 6	37	15.3	13.8
 7	 192	 7	117	16.1	14.3
 7	 192	 8	193	16.9	13.7
 7	 192	 9	277	17.7	14.0
 7	 192	 10	368	18.7	12.8
 7	 192	 11	435	19.5	12.3
 7	 192	 12	475	20.3	12.7
 7	 192	 13	498	20.9	12.9
 7	 192	 14	477	21.4	13.4
 7	 192	 15	471	21.7	13.8
 7	 192	 16	382	21.8	13.5
 7	 192	 17	315	21.8	14.4
 7	 192	 18	228	21.5	14.9
 7	 192	 19	149	21.0	14.5
 7	 192	 20	71	20.3	14.1
 7	 192	 21	2	19.6	13.3
 7	 192	 22	0	19.0	14.5
 7	 192	 23	0	18.3	13.9
 7	 192	 24	0	17.7	14.7
 7	 193	 1	0	16.7	15.3
 7	 193	 2	0	17.1	14.0
 7	 193	 3	0	16.9	14.3
 7	 193	 4	0	15.9	15.7
 7	 193	 5	0	16.5	15.8
 7	 193	 6	10	16.8	15.8
 7	 193	 7	31	17.2	15.1
 7	 193	 8	54	17.4	15.2
 7	 193	 9	74	17.1	16.2
 7	 193	 10	91	17.7	16.1
 7	 193	 11	125	18.1	15.6
 7	 193	 12	134	18.0	16.1
 7	 193	 13	142	16.6	16.0
 7	 193	 14	130	18.7	15.5
 7	 193	 15	131	18.8	15.6
 7	 193	 16	133	18.9	15.7
 7	 193	 17	105	18.9	15.7
 7	 193	 18	78	18.8	15.7
 7	 193	 19	54	18.7	15.5
 7	 193	 20	25	18.6	12.4
 7	 193	 21	3	18.4	11.4
 7	 193	 22	0	17.7	14.4
 7	 193	 23	0	17.4	14.3
 7	 193	 24	0	17.0	13.9
 7	 194	 1	0	16.8	14.4
 7	 194	 2	0	16.5	14.1
 7	 194	 3	0	16.3	13.9
 7	 194	 4	0	16.0	12.9
 7	 194	 5	0	16.1	13.0
 7	 194	 6	20	16.3	13.3
 7	 194	 7	67	16.8	13.7
 7	 194	 8	121	17.4	14.3
 7	 194	 9	172	18.0	14.8
 7	 194	 10	214	18.5	11.8
 7	 194	 11	252	19.0	10.6
 7	 194	 12	294	19.5	10.3
 7	 194	 13	281	19.9	10.4
 7	 194	 14	260	20.1	10.9
 7	 194	 15	240	20.2	14.2
 7	 194	 16	222	20.3	11.2
 7	 194	 17	173	20.3	12.1
 7	 194	 18	135	20.2	13.1
 7	 194	 19	80	19.9	12.6
 7	 194	 20	37	19.0	15.5
 7	 194	 21	2	19.1	16.0
 7	 194	 22	0	17.9	14.8
 7	 194	 23	0	16.7	13.6
 7	 194	 24	0	15.5	12.5
 7	 195	 1	0	14.1	12.0
 7	 195	 2	0	12.5	11.1
 7	 195	 3	0	11.6	10.8
 7	 195	 4	0	10.9	10.4
 7	 195	 5	0	10.6	10.1
 7	 195	 6	55	10.9	10.4
 7	 195	 7	174	11.6	10.5
 7	 195	 8	327	12.5	10.5
 7	 195	 9	480	13.5	11.2
 7	 195	 10	621	14.5	10.3
 7	 195	 11	744	15.5	10.2
 7	 195	 12	825	16.3	9.9
 7	 195	 13	853	17.0	10.5
 7	 195	 14	846	17.5	10.8
 7	 195	 15	788	17.7	10.2
 7	 195	 16	694	17.8	10.0
 7	 195	 17	572	17.6	9.5
 7	 195	 18	418	17.1	9.6
 7	 195	 19	263	16.4	8.7
 7	 195	 20	121	15.4	8.1
 7	 195	 21	9	14.3	6.8
 7	 195	 22	0	12.8	7.0
 7	 195	 23	0	11.3	6.8
 7	 195	 24	0	9.9	5.8
 7	 196	 1	0	9.9	7.2
 7	 196	 2	0	9.8	7.3
 7	 196	 3	0	9.7	6.6
 7	 196	 4	0	9.5	6.6
 7	 196	 5	0	9.4	5.6
 7	 196	 6	41	9.7	5.7
 7	 196	 7	132	10.4	6.1
 7	 196	 8	209	11.1	5.8
 7	 196	 9	349	12.0	6.0
 7	 196	 10	481	13.1	6.4
 7	 196	 11	663	14.3	5.9
 7	 196	 12	679	15.3	6.9
 7	 196	 13	701	16.1	6.7
 7	 196	 14	743	16.7	7.1
 7	 196	 15	723	17.2	7.2
 7	 196	 16	653	17.5	6.3
 7	 196	 17	450	17.4	7.3
 7	 196	 18	305	16.9	7.3
 7	 196	 19	194	16.2	7.1
 7	 196	 20	101	15.4	6.5
 7	 196	 21	9	14.5	7.7
 7	 196	 22	0	13.7	9.1
 7	 196	 23	0	12.9	8.6
 7	 196	 24	0	12.2	8.6
 7	 197	 1	0	12.2	8.1
 7	 197	 2	0	12.1	8.9
 7	 197	 3	0	12.1	9.0
 7	 197	 4	0	12.1	9.0
 7	 197	 5	0	12.1	9.5
 7	 197	 6	21	12.4	10.7
 7	 197	 7	64	12.8	10.1
 7	 197	 8	114	13.4	10.3
 7	 197	 9	173	14.0	10.6
 7	 197	 10	227	14.7	9.8
 7	 197	 11	266	15.3	9.6
 7	 197	 12	321	16.0	9.8
 7	 197	 13	328	16.5	11.1
 7	 197	 14	311	16.9	10.9
 7	 197	 15	298	17.1	10.5
 7	 197	 16	259	17.3	10.5
 7	 197	 17	208	17.3	10.3
 7	 197	 18	146	17.1	13.4
 7	 197	 19	84	16.6	13.5
 7	 197	 20	39	16.4	13.3
 7	 197	 21	2	15.9	12.8
 7	 197	 22	0	15.1	12.0
 7	 197	 23	0	14.3	11.4
 7	 197	 24	0	13.5	10.9
 7	 198	 1	0	12.7	10.5
 7	 198	 2	0	11.8	10.2
 7	 198	 3	0	11.3	9.9
 7	 198	 4	0	11.0	9.0
 7	 198	 5	0	10.9	9.2
 7	 198	 6	45	11.4	8.2
 7	 198	 7	140	12.2	8.5
 7	 198	 8	254	13.3	8.8
 7	 198	 9	414	14.7	9.0
 7	 198	 10	582	16.3	8.7
 7	 198	 11	685	17.8	8.7
 7	 198	 12	759	19.1	8.6
 7	 198	 13	747	20.1	8.0
 7	 198	 14	746	20.8	7.0
 7	 198	 15	683	21.3	7.3
 7	 198	 16	600	21.5	7.5
 7	 198	 17	476	21.4	7.7
 7	 198	 18	345	21.0	8.1
 7	 198	 19	209	20.2	8.0
 7	 198	 20	94	19.2	8.4
 7	 198	 21	7	18.1	8.9
 7	 198	 22	0	17.5	10.7
 7	 198	 23	0	16.8	10.2
 7	 198	 24	0	16.1	9.9
 7	 199	 1	0	16.0	9.1
 7	 199	 2	0	15.8	9.1
 7	 199	 3	0	15.7	8.7
 7	 199	 4	0	15.6	9.1
 7	 199	 5	0	15.6	9.6
 7	 199	 6	36	16.1	11.2
 7	 199	 7	134	17.0	11.8
 7	 199	 8	281	18.5	12.6
 7	 199	 9	421	20.1	12.9
 7	 199	 10	515	21.6	11.8
 7	 199	 11	618	23.0	12.7
 7	 199	 12	664	24.2	12.6
 7	 199	 13	753	25.4	13.3
 7	 199	 14	706	26.2	13.6
 7	 199	 15	599	26.6	13.5
 7	 199	 16	522	26.8	13.8
 7	 199	 17	448	26.8	14.6
 7	 199	 18	333	26.4	13.8
 7	 199	 19	255	25.9	13.7
 7	 199	 20	125	25.0	13.3
 7	 199	 21	12	24.0	13.6
 7	 199	 22	0	22.5	14.6
 7	 199	 23	0	21.0	14.2
 7	 199	 24	0	19.5	14.3
 7	 200	 1	0	18.2	13.7
 7	 200	 2	0	16.9	13.8
 7	 200	 3	0	16.2	14.3
 7	 200	 4	0	15.7	14.0
 7	 200	 5	0	15.6	14.1
 7	 200	 6	45	16.0	14.2
 7	 200	 7	153	16.9	13.9
 7	 200	 8	295	18.2	13.8
 7	 200	 9	444	19.6	14.2
 7	 200	 10	585	21.1	13.6
 7	 200	 11	690	22.5	14.1
 7	 200	 12	768	23.7	14.2
 7	 200	 13	809	24.8	13.9
 7	 200	 14	785	25.6	13.9
 7	 200	 15	740	26.1	13.1
 7	 200	 16	655	26.3	13.0
 7	 200	 17	547	26.3	13.0
 7	 200	 18	406	26.0	12.5
 7	 200	 19	245	25.2	13.1
 7	 200	 20	106	24.2	13.0
 7	 200	 21	7	23.1	14.0
 7	 200	 22	0	21.4	15.3
 7	 200	 23	0	19.7	13.8
 7	 200	 24	0	18.0	12.8
 7	 201	 1	0	16.9	12.9
 7	 201	 2	0	15.7	13.4
 7	 201	 3	0	15.1	13.0
 7	 201	 4	0	14.6	12.6
 7	 201	 5	0	14.5	12.5
 7	 201	 6	14	14.5	13.1
 7	 201	 7	46	14.7	12.5
 7	 201	 8	83	14.8	13.8
 7	 201	 9	143	15.1	14.0
 7	 201	 10	196	15.5	14.0
 7	 201	 11	225	15.7	13.7
 7	 201	 12	255	16.0	13.8
 7	 201	 13	282	16.2	14.1
 7	 201	 14	253	16.3	14.7
 7	 201	 15	238	16.3	15.1
 7	 201	 16	227	16.3	14.9
 7	 201	 17	193	15.6	15.3
 7	 201	 18	135	16.0	15.4
 7	 201	 19	81	15.7	15.2
 7	 201	 20	35	15.2	14.9
 7	 201	 21	2	14.9	14.4
 7	 201	 22	0	16.8	16.5
 7	 201	 23	0	18.6	18.2
 7	 201	 24	0	20.4	18.9
 7	 202	 1	0	21.1	18.6
 7	 202	 2	0	21.8	19.3
 7	 202	 3	0	22.2	19.6
 7	 202	 4	0	22.4	19.9
 7	 202	 5	0	22.4	19.9
 7	 202	 6	46	23.1	20.0
 7	 202	 7	190	24.6	20.0
 7	 202	 8	285	26.0	18.4
 7	 202	 9	337	27.1	17.7
 7	 202	 10	198	27.3	17.1
 7	 202	 11	398	28.2	17.6
 7	 202	 12	432	29.0	17.6
 7	 202	 13	428	29.6	17.3
 7	 202	 14	470	30.2	17.7
 7	 202	 15	476	30.7	18.2
 7	 202	 16	251	30.5	18.1
 7	 202	 17	181	30.2	17.3
 7	 202	 18	94	29.6	16.9
 7	 202	 19	76	29.1	17.6
 7	 202	 20	20	28.4	17.5
 7	 202	 21	2	27.8	16.2
 7	 202	 22	0	26.8	16.3
 7	 202	 23	0	25.8	16.1
 7	 202	 24	0	24.7	16.9
 7	 203	 1	0	23.7	17.0
 7	 203	 2	0	22.5	16.5
 7	 203	 3	0	21.9	16.8
 7	 203	 4	0	21.2	15.7
 7	 203	 5	0	20.7	15.0
 7	 203	 6	23	21.0	15.7
 7	 203	 7	183	22.6	15.9
 7	 203	 8	344	24.1	16.2
 7	 203	 9	518	25.7	16.9
 7	 203	 10	663	27.2	17.1
 7	 203	 11	847	28.8	17.3
 7	 203	 12	608	29.2	16.8
 7	 203	 13	582	29.4	16.3
 7	 203	 14	520	29.4	16.2
 7	 203	 15	452	29.1	16.2
 7	 203	 16	414	28.8	16.9
 7	 203	 17	367	28.3	17.2
 7	 203	 18	268	27.6	16.8
 7	 203	 19	149	26.7	17.3
 7	 203	 20	75	25.7	16.1
 7	 203	 21	3	24.7	16.1
 7	 203	 22	0	23.4	16.3
 7	 203	 23	0	22.0	15.7
 7	 203	 24	0	20.7	15.4
 7	 204	 1	0	20.2	15.7
 7	 204	 2	0	19.7	15.8
 7	 204	 3	0	19.4	15.2
 7	 204	 4	0	19.1	15.0
 7	 204	 5	0	18.9	15.1
 7	 204	 6	22	19.3	14.7
 7	 204	 7	132	20.5	16.0
 7	 204	 8	173	21.2	15.1
 7	 204	 9	297	22.2	15.5
 7	 204	 10	411	23.2	15.2
 7	 204	 11	454	24.1	15.8
 7	 204	 12	429	24.6	14.9
 7	 204	 13	375	24.9	15.6
 7	 204	 14	474	25.3	14.9
 7	 204	 15	385	25.4	15.3
 7	 204	 16	399	25.5	15.7
 7	 204	 17	331	25.4	14.9
 7	 204	 18	216	25.0	14.5
 7	 204	 19	213	24.7	15.1
 7	 204	 20	133	24.2	15.4
 7	 204	 21	16	23.4	15.8
 7	 204	 22	0	22.2	17.1
 7	 204	 23	0	20.9	16.2
 7	 204	 24	0	19.6	16.0
 7	 205	 1	0	18.7	16.2
 7	 205	 2	0	17.7	15.7
 7	 205	 3	0	17.2	14.8
 7	 205	 4	0	16.6	14.7
 7	 205	 5	0	16.2	14.6
 7	 205	 6	24	16.5	15.0
 7	 205	 7	178	17.9	16.0
 7	 205	 8	328	19.2	15.7
 7	 205	 9	491	20.6	16.6
 7	 205	 10	688	22.1	16.5
 7	 205	 11	831	23.6	16.1
 7	 205	 12	488	23.7	14.8
 7	 205	 13	483	23.7	15.6
 7	 205	 14	375	23.3	15.6
 7	 205	 15	424	23.2	15.5
 7	 205	 16	357	22.9	15.0
 7	 205	 17	313	22.5	14.1
 7	 205	 18	223	21.9	14.2
 7	 205	 19	124	21.2	13.1
 7	 205	 20	39	20.3	12.8
 7	 205	 21	2	19.5	12.1
 7	 205	 22	0	18.6	11.8
 7	 205	 23	0	17.7	12.2
 7	 205	 24	0	16.9	11.6
 7	 206	 1	0	16.6	12.1
 7	 206	 2	0	16.2	13.2
 7	 206	 3	0	16.1	13.7
 7	 206	 4	0	15.9	13.6
 7	 206	 5	0	15.8	13.5
 7	 206	 6	5	15.9	13.6
 7	 206	 7	41	16.2	13.1
 7	 206	 8	53	16.5	13.4
 7	 206	 9	103	16.9	12.5
 7	 206	 10	147	17.3	12.5
 7	 206	 11	133	17.5	12.7
 7	 206	 12	252	18.0	12.8
 7	 206	 13	209	18.2	12.6
 7	 206	 14	282	18.6	12.6
 7	 206	 15	254	18.9	12.5
 7	 206	 16	260	19.1	12.2
 7	 206	 17	161	19.0	15.3
 7	 206	 18	124	18.9	12.2
 7	 206	 19	63	18.7	11.3
 7	 206	 20	31	18.4	10.8
 7	 206	 21	2	18.0	13.9
 7	 206	 22	0	17.1	14.0
 7	 206	 23	0	15.7	13.3
 7	 206	 24	0	15.5	13.1
 7	 207	 1	0	15.2	12.8
 7	 207	 2	0	14.5	12.1
 7	 207	 3	0	14.1	11.8
 7	 207	 4	0	13.7	11.4
 7	 207	 5	0	13.4	11.1
 7	 207	 6	7	13.5	11.2
 7	 207	 7	55	13.8	11.5
 7	 207	 8	108	14.3	11.2
 7	 207	 9	165	14.7	11.7
 7	 207	 10	198	15.1	12.0
 7	 207	 11	246	15.3	12.3
 7	 207	 12	287	15.8	9.3
 7	 207	 13	290	16.0	12.4
 7	 207	 14	285	15.9	13.5
 7	 207	 15	264	16.3	10.6
 7	 207	 16	223	16.3	8.1
 7	 207	 17	179	16.2	8.2
 7	 207	 18	130	16.0	8.7
 7	 207	 19	84	15.7	8.6
 7	 207	 20	33	15.3	9.6
 7	 207	 21	1	14.9	9.7
 7	 207	 22	0	14.6	9.8
 7	 207	 23	0	14.3	9.2
 7	 207	 24	0	14.0	9.5
 7	 208	 1	0	14.1	9.6
 7	 208	 2	0	14.1	9.8
 7	 208	 3	0	14.2	9.7
 7	 208	 4	0	14.2	9.9
 7	 208	 5	0	14.2	9.9
 7	 208	 6	7	14.4	10.8
 7	 208	 7	63	15.0	12.3
 7	 208	 8	147	15.9	11.6
 7	 208	 9	229	16.9	11.9
 7	 208	 10	282	17.7	11.0
 7	 208	 11	336	18.5	10.8
 7	 208	 12	388	19.2	11.5
 7	 208	 13	411	19.8	11.4
 7	 208	 14	418	20.3	10.5
 7	 208	 15	355	20.6	11.1
 7	 208	 16	324	20.7	10.9
 7	 208	 17	261	20.6	11.6
 7	 208	 18	190	20.4	11.9
 7	 208	 19	106	19.9	12.9
 7	 208	 20	45	19.3	13.3
 7	 208	 21	1	18.6	13.8
 7	 208	 22	0	18.5	13.8
 7	 208	 23	0	18.3	14.2
 7	 208	 24	0	18.2	13.6
 7	 209	 1	0	17.7	15.3
 7	 209	 2	0	16.9	15.6
 7	 209	 3	0	17.9	14.8
 7	 209	 4	0	17.7	15.3
 7	 209	 5	0	17.9	15.5
 7	 209	 6	5	18.0	15.6
 7	 209	 7	45	18.4	16.0
 7	 209	 8	87	18.9	15.7
 7	 209	 9	122	19.3	16.1
 7	 209	 10	177	19.8	16.6
 7	 209	 11	257	20.4	17.1
 7	 209	 12	271	20.8	17.6
 7	 209	 13	263	21.2	17.9
 7	 209	 14	257	21.4	14.9
 7	 209	 15	171	21.4	13.1
 7	 209	 16	152	21.3	16.3
 7	 209	 17	110	21.2	17.9
 7	 209	 18	44	20.8	17.6
 7	 209	 19	40	20.4	17.2
 7	 209	 20	12	20.1	16.8
 7	 209	 21	1	19.9	16.7
 7	 209	 22	0	19.7	16.5
 7	 209	 23	0	19.4	16.3
 7	 209	 24	0	19.2	16.0
 7	 210	 1	0	19.0	15.8
 7	 210	 2	0	18.8	15.6
 7	 210	 3	0	18.7	15.5
 7	 210	 4	0	18.5	15.4
 7	 210	 5	0	18.5	15.3
 7	 210	 6	9	18.7	15.5
 7	 210	 7	103	19.8	12.6
 7	 210	 8	260	21.5	12.1
 7	 210	 9	326	22.7	13.1
 7	 210	 10	379	23.7	12.8
 7	 210	 11	414	24.5	11.9
 7	 210	 12	364	24.8	12.3
 7	 210	 13	498	25.5	12.7
 7	 210	 14	532	26.2	13.2
 7	 210	 15	423	26.4	12.3
 7	 210	 16	632	27.1	11.6
 7	 210	 17	561	27.5	11.7
 7	 210	 18	421	27.5	12.2
 7	 210	 19	270	27.2	12.2
 7	 210	 20	85	26.4	11.8
 7	 210	 21	2	25.5	12.0
 7	 210	 22	0	23.5	13.5
 7	 210	 23	0	21.5	13.5
 7	 210	 24	0	19.5	13.1
 7	 211	 1	0	17.6	12.9
 7	 211	 2	0	15.6	12.0
 7	 211	 3	0	14.4	12.1
 7	 211	 4	0	13.3	11.6
 7	 211	 5	0	12.5	11.9
 7	 211	 6	12	12.5	12.0
 7	 211	 7	140	13.5	12.6
 7	 211	 8	293	14.7	13.1
 7	 211	 9	455	16.0	13.4
 7	 211	 10	605	17.2	11.7
 7	 211	 11	729	18.4	11.8
 7	 211	 12	816	19.4	12.6
 7	 211	 13	860	20.2	12.9
 7	 211	 14	853	20.8	12.9
 7	 211	 15	799	21.1	13.0
 7	 211	 16	707	21.2	12.5
 7	 211	 17	576	21.0	12.3
 7	 211	 18	419	20.5	11.9
 7	 211	 19	253	19.6	12.1
 7	 211	 20	102	18.5	11.5
 7	 211	 21	4	17.2	11.6
 7	 211	 22	0	16.3	12.1
 7	 211	 23	0	15.4	11.6
 7	 211	 24	0	14.5	12.4
 7	 212	 1	0	14.7	12.3
 7	 212	 2	0	14.8	12.9
 7	 212	 3	0	14.9	12.0
 7	 212	 4	0	15.0	11.7
 7	 212	 5	0	15.0	11.5
 7	 212	 6	11	15.3	11.8
 7	 212	 7	130	16.7	12.5
 7	 212	 8	278	18.4	12.4
 7	 212	 9	428	20.2	12.7
 7	 212	 10	563	22.0	11.8
 7	 212	 11	680	23.6	11.4
 7	 212	 12	760	25.0	12.2
 7	 212	 13	803	26.3	11.9
 7	 212	 14	800	27.2	12.4
 7	 212	 15	754	27.8	12.9
 7	 212	 16	666	28.2	12.5
 7	 212	 17	545	28.2	12.9
 7	 212	 18	390	27.7	13.9
 7	 212	 19	232	26.8	14.8
 7	 212	 20	96	25.6	15.0
 7	 212	 21	3	24.4	15.6
 7	 212	 22	0	23.2	16.8
 7	 212	 23	0	22.2	16.5
 7	 212	 24	0	21.1	16.1
 8	 213	 1	0	19.9	16.8
 8	 213	 2	0	18.6	16.9
 8	 213	 3	0	18.0	16.8
 8	 213	 4	0	17.2	16.2
 8	 213	 5	0	16.9	16.5
 8	 213	 6	2	16.8	16.3
 8	 213	 7	38	17.0	15.9
 8	 213	 8	83	17.3	15.4
 8	 213	 9	121	17.5	15.0
 8	 213	 10	163	17.7	13.7
 8	 213	 11	205	18.0	12.8
 8	 213	 12	225	18.1	12.5
 8	 213	 13	241	18.2	15.1
 8	 213	 14	215	18.3	13.8
 8	 213	 15	202	18.3	13.1
 8	 213	 16	186	18.3	13.4
 8	 213	 17	155	18.0	15.6
 8	 213	 18	126	17.1	14.8
 8	 213	 19	78	17.9	14.8
 8	 213	 20	30	17.6	14.5
 8	 213	 21	1	17.3	14.2
 8	 213	 22	0	16.2	13.2
 8	 213	 23	0	15.2	12.2
 8	 213	 24	0	14.1	11.1
 8	 214	 1	0	13.5	11.7
 8	 214	 2	0	12.8	11.2
 8	 214	 3	0	12.4	11.2
 8	 214	 4	0	12.1	11.3
 8	 214	 5	0	11.8	9.5
